,Country,Year,CO2 Emmissions (Kilo Ton),Expenditure on defense,Expenditure on economic affairs,Expenditure on education,Expenditure on environment protection,Expenditure on general public services,Expenditure on health,Expenditure on housing & community amenities,Expenditure on public order & safety,"Expenditure on recreation, culture, & religion",Expenditure on social protection
0,Afghanistan,2014,9809.225,41.7984957954042,14.8772127536461,7.96457023998253,0.314221019249529,5.47729125866935,3.53929806239456,0.369797504383419,21.0581300567916,0.405761355824917,4.19522195365377
1,Afghanistan,2013,10014.577,46.5546897080793,14.2485296294801,7.13206748119137,0.450150802950162,4.64059578767446,2.73507253711256,0.543220500666209,21.771577771497,0.450356865318098,1.47373462833609
2,Afghanistan,2012,10755.311,40.3969784083658,16.7650380299055,6.48944774239507,0.408603790817356,7.90441554676573,3.24378014947284,0.800284941128998,21.160031314141,0.500400254550701,2.33101982245687
3,Afghanistan,2011,12240.446,38.6247663147717,16.3221328596051,5.14692144999987,0.380190783911167,6.39992579830307,3.87748324249504,0.721719583846175,25.9549579068444,0.438365768618009,2.13353629160537
4,Afghanistan,2010,8463.436,32.5085926672591,17.8422826624462,6.39557980576893,0.135352782086689,6.10551240345088,3.04431778828851,0.743801612919448,26.3746433497822,0.457875592573258,6.39204133542459
5,Afghanistan,2009,6769.282,42.1706361009489,14.3832480052546,6.49249018389726,0.302205078482242,6.51945268257043,2.99976620035497,1.56872166647425,23.4258449744048,0.502628677819409,1.6350093191469
6,Afghanistan,2008,4206.049,47.8218668018144,14.2715540287994,4.86058590791011,0.155303665713179,3.13503225823767,2.56499195802473,1.16316377625054,23.6183402214321,0.4273362114067,1.98182517041115
7,Afghanistan,2007,2273.54,7.73539335967631,47.1101282966548,10.8146920706438,0.368395470847833,10.8209650456363,6.15589888485298,3.20131998133724,9.05331624207382,1.22324399739208,3.51664665088456
8,Afghanistan,2006,1650.15,6.84630832558248,46.5880039094788,14.5592117941593,1.66911454846346,10.9662312663437,4.31095810530298,1.61546347510791,9.71345044339749,0.972549272786926,2.75876155756912
9,Albania,2014,5716.853,2.79085141228179,11.5649797192095,10.9884602842099,0.224410767202612,18.9412097842987,9.37606589851103,7.34805784646596,5.7875450934818,1.45216183221064,31.526257362128
10,Albania,2013,5064.127,3.42980908924066,10.392243493398,11.5800327547777,0.159066614924018,20.8071420138291,9.62522538173046,6.25814682439259,5.24179350684102,1.03663433005858,31.4699110852596
